id,band_name
3705,multi-tasking
3706,even-keeled
3707,budgetary management
3708,optimizing
3709,process improvement
3710,functionalities
3711,Digitized
3712,Synchronised
3713,archive
3714,even-keeled
3715,Graphic Interface
3716,Assimilated
3717,homogeneous
3718,Secured
3719,4th generation
3720,capability
3721,full-range
3722,Persevering
3723,Distributed
3724,Enterprise-wide
3725,dynamic
3726,Synchronised
3727,Team-oriented
3728,Cross-platform
3729,complexity
3730,Operative
3731,national
3732,global
3733,high-level
3734,didactic
3735,heuristic
3736,service-desk
3737,pricing structure
3738,Vision-oriented
3739,array
3740,capacity
3741,optimal
3742,scalable
3743,process improvement
3744,Enhanced
3745,Switchable
3746,Streamlined
3747,instruction set
3748,archive
3749,homogeneous
3750,Automated
3751,stable
3752,attitude-oriented
3753,object-oriented
3754,database
3755,architecture
3756,Graphic Interface
3757,Visionary
3758,Horizontal
3759,human-resource
3760,software
3761,architecture
3762,adapter
3763,local area network
3764,Intuitive
3765,analyzer
3766,hierarchy
3767,impactful
3768,uniform
3769,toolset
3770,Distributed
3771,content-based
3772,Face to face
3773,open system
3774,Virtual
3775,needs-based
3776,demand-driven
3777,Quality-focused
3778,multimedia
3779,bandwidth-monitored
3780,artificial intelligence
3781,Cross-group
3782,Balanced
3783,full-range
3784,Quality-focused
3785,tertiary
3786,capability
3787,non-volatile
3788,Assimilated
3789,fresh-thinking
3790,Profit-focused
3791,Public-key
3792,Fully-configurable
3793,productivity
3794,customer loyalty
3795,application
3796,moderator
3797,Adaptive
3798,challenge
3799,upward-trending
3800,Focused
3801,customer loyalty
3802,interface
3803,radical
3804,projection
3805,strategy
3806,Synergistic
3807,grid-enabled
3808,homogeneous
3809,composite
3810,encompassing
3811,instruction set
3812,holistic
3813,structure
3814,De-engineered
3815,focus group
3816,open system
3817,bottom-line
3818,hardware
3819,strategy
3820,Team-oriented
3821,database
3822,logistical
3823,Persevering
3824,Face to face
3825,function
3826,analyzer
3827,Adaptive
3828,coherent
3829,ability
3830,Centralized
3831,ability
3832,Object-based
3833,product
3834,interface
3835,Synergized
3836,Triple-buffered
3837,Multi-layered
3838,exuding
3839,User-centric
3840,contingency
3841,portal
3842,pricing structure
3843,extranet
3844,local
3845,groupware
3846,Fully-configurable
3847,throughput
3848,fault-tolerant
3849,demand-driven
3850,process improvement
3851,User-friendly
3852,Assimilated
3853,Object-based
3854,process improvement
3855,Reverse-engineered
3856,Horizontal
3857,emulation
3858,Customer-focused
3859,intermediate
3860,Synchronised
3861,systemic
3862,project
3863,Front-line
3864,algorithm
3865,Optional
3866,bifurcated
3867,high-level
3868,national
3869,Distributed
3870,zero tolerance
3871,application
3872,Secured
3873,complexity
3874,leverage
3875,clear-thinking
3876,Diverse
3877,secondary
3878,scalable
3879,instruction set
3880,actuating
3881,Exclusive
3882,encompassing
3883,web-enabled
3884,moderator
3885,hybrid
3886,website
3887,website
3888,Robust
3889,Compatible
3890,next generation
3891,Re-contextualized
3892,attitude
3893,Profound
3894,service-desk
3895,open architecture
3896,firmware
3897,synergy
3898,intermediate
3899,Synchronised
3900,Extended
3901,Proactive
3902,methodical
3903,flexibility
3904,capacity
3905,Universal
3906,core
3907,hybrid
3908,Profound
3909,Enhanced
3910,Graphic Interface
3911,framework
3912,real-time
3913,systematic
3914,support
3915,protocol
3916,structure
3917,Operative
3918,disintermediate
3919,local
3920,analyzing
3921,discrete
3922,analyzer
3923,transitional
3924,Optional
3925,secured line
3926,Up-sized
3927,open architecture
3928,solution
3929,portal
3930,disintermediate
3931,asymmetric
3932,bifurcated
3933,executive
3934,human-resource
3935,Centralized
3936,encryption
3937,incremental
3938,Compatible
3939,actuating
3940,core
3941,support
3942,leverage
3943,Versatile
3944,Customer-focused
3945,Implemented
3946,needs-based
3947,paradigm
3948,background
3949,fresh-thinking
3950,Synchronised
3951,Robust
3952,holistic
3953,Distributed
3954,Upgradable
3955,content-based
3956,national
3957,zero administration
3958,needs-based
3959,middleware
3960,Devolved
3961,optimal
3962,alliance
3963,scalable
3964,asynchronous
3965,Reduced
3966,Graphic Interface
3967,product
3968,Inverse
3969,Enterprise-wide
3970,database
3971,capacity
3972,Polarised
3973,scalable
3974,optimizing
3975,interactive
3976,Innovative
3977,homogeneous
3978,capacity
3979,Reverse-engineered
3980,empowering
3981,initiative
3982,pricing structure
3983,hierarchy
3984,Face to face
3985,initiative
3986,leverage
3987,Persevering
3988,4th generation
3989,Expanded
3990,User-centric
3991,open architecture
3992,Adaptive
3993,Virtual
3994,background
3995,neutral
3996,tangible
3997,real-time
3998,Pre-emptive
3999,benchmark
4000,portal
4001,5th generation
4002,bottom-line
4003,mobile
4004,Expanded
4005,strategy
4006,Quality-focused
4007,dynamic
4008,moderator
4009,leverage
4010,User-friendly
4011,encoding
4012,composite
4013,Extended
4014,full-range
4015,actuating
4016,instruction set
4017,Realigned
4018,service-desk
4019,Graphical User Interface
4020,customer loyalty
4021,neutral
4022,methodology
4023,client-driven
4024,Networked
4025,Persevering
4026,Seamless
4027,real-time
4028,archive
4029,projection
4030,mission-critical
4031,modular
4032,encompassing
4033,functionalities
4034,Integrated
4035,Switchable
4036,incremental
4037,scalable
4038,capability
4039,cohesive
4040,capability
4041,Streamlined
4042,De-engineered
4043,intranet
4044,explicit
4045,Universal
4046,background
4047,zero administration
4048,installation
4049,migration
4050,Networked
4051,Triple-buffered
4052,function
4053,hub
4054,Optimized
4055,analyzing
4056,Visionary
4057,bi-directional
4058,Robust
4059,solution-oriented
4060,Team-oriented
4061,strategy
4062,projection
4063,array
4064,Stand-alone
4065,software
4066,Team-oriented
4067,bottom-line
4068,mission-critical
4069,functionalities
4070,Profound
4071,service-desk
4072,Ergonomic
4073,Programmable
4074,Up-sized
4075,Digitized
4076,next generation
4077,Universal
4078,Streamlined
4079,background
4080,local area network
4081,asynchronous
4082,content-based
4083,Progressive
4084,clear-thinking
4085,pricing structure
4086,Reduced
4087,info-mediaries
4088,local
4089,Robust
4090,contingency
4091,radical
4092,Digitized
4093,next generation
4094,conglomeration
4095,even-keeled
4096,benchmark
4097,help-desk
4098,extranet
4099,Diverse
4100,architecture
4101,heuristic
4102,functionalities
4103,Virtual
4104,Robust
4105,matrices
4106,zero administration
4107,Adaptive
4108,Stand-alone
4109,Polarised
4110,value-added
4111,Vision-oriented
4112,array
4113,Proactive
4114,Streamlined
4115,composite
4116,Advanced
4117,Distributed
4118,attitude
4119,Streamlined
4120,projection
4121,structure
4122,Face to face
4123,responsive
4124,Enhanced
4125,Open-architected
4126,installation
4127,Centralized
4128,incremental
4129,Quality-focused
4130,didactic
4131,methodology
4132,contextually-based
4133,installation
4134,attitude
4135,process improvement
4136,Versatile
4137,Face to face
4138,demand-driven
4139,Enterprise-wide
4140,high-level
4141,Team-oriented
4142,24 hour
4143,bi-directional
4144,Multi-channelled
4145,tertiary
4146,implementation
4147,matrix
4148,Synergized
4149,heuristic
4150,Advanced
4151,Graphic Interface
4152,Balanced
4153,architecture
4154,optimal
4155,focus group
4156,circuit
4157,Intuitive
4158,Multi-lateral
4159,Front-line
4160,alliance
4161,mobile
4162,strategy
4163,synergy
4164,Expanded
4165,Total
4166,Cross-group
4167,Adaptive
4168,Horizontal
4169,definition
4170,Persistent
4171,paradigm
4172,analyzing
4173,high-level
4174,explicit
4175,Fundamental
4176,multi-tasking
4177,multimedia
4178,Public-key
4179,Triple-buffered
4180,capacity
4181,Focused
4182,circuit
4183,neural-net
4184,empowering
4185,instruction set
4186,reciprocal
4187,Assimilated
4188,middleware
4189,Profit-focused
4190,knowledge user
4191,Public-key
4192,mission-critical
4193,client-server
4194,Upgradable
4195,process improvement
4196,Seamless
4197,tangible
4198,heuristic
4199,systemic
4200,User-centric
4201,interface
4202,Cross-group
4203,benchmark
4204,zero administration
4205,Networked
4206,Devolved
4207,real-time
4208,Synergized
4209,open architecture
4210,Team-oriented
4211,customer loyalty
4212,complexity
4213,stable
4214,Advanced
4215,Synergistic
4216,superstructure
4217,Progressive
4218,methodology
4219,radical
4220,archive
4221,productivity
4222,project
4223,data-warehouse
4224,hub
4225,zero tolerance
4226,mission-critical
4227,Inverse
4228,solution
4229,Fundamental
4230,algorithm
4231,regional
4232,function
4233,tertiary
4234,well-modulated
4235,Centralized
4236,24/7
4237,Seamless
4238,Virtual
4239,artificial intelligence
4240,bandwidth-monitored
4241,Innovative
4242,orchestration
4243,foreground
4244,asymmetric
4245,discrete
4246,De-engineered
4247,moderator
4248,synergy
4249,mobile
4250,model
4251,superstructure
4252,Switchable
4253,collaboration
4254,global
4255,Profound
4256,implementation
4257,exuding
4258,customer loyalty
4259,Reverse-engineered
4260,open architecture
4261,methodology
4262,solution
4263,encompassing
4264,upward-trending
4265,user-facing
4266,Adaptive
4267,superstructure
4268,task-force
4269,Adaptive
4270,asymmetric
4271,intranet
4272,zero administration
4273,attitude-oriented
4274,homogeneous
4275,Focused
4276,architecture
4277,Balanced
4278,content-based
4279,uniform
4280,zero defect
4281,Ergonomic
4282,encoding
4283,Horizontal
4284,Organic
4285,Optimized
4286,Intuitive
4287,internet solution
4288,Graphic Interface
4289,productivity
4290,Implemented
4291,Self-enabling
4292,forecast
4293,discrete
4294,moderator
4295,zero defect
4296,zero tolerance
4297,middleware
4298,orchestration
4299,customer loyalty
4300,Cloned
4301,zero defect
4302,array
4303,responsive
4304,Adaptive
4305,actuating
4306,systemic
4307,Horizontal
4308,client-driven
4309,Realigned
4310,systematic
4311,Versatile
4312,user-facing
4313,challenge
4314,well-modulated
4315,Organic
4316,content-based
4317,capacity
4318,upward-trending
4319,matrix
4320,radical
4321,uniform
4322,Sharable
4323,Assimilated
4324,complexity
4325,help-desk
4326,Universal
4327,Organized
4328,Intuitive
4329,policy
4330,even-keeled
4331,coherent
4332,Synergized
4333,Graphic Interface
4334,customer loyalty
4335,Face to face
4336,Business-focused
4337,next generation
4338,client-server
4339,dynamic
4340,open system
4341,intermediate
4342,array
4343,open system
4344,disintermediate
4345,system-worthy
4346,archive
4347,matrices
4348,local area network
4349,content-based
4350,3rd generation
4351,Sharable
4352,Multi-channelled
4353,Digitized
4354,modular
4355,hub
4356,system engine
4357,project
4358,website
4359,Advanced
4360,multi-state
4361,solution-oriented
4362,Visionary
4363,Multi-layered
4364,Robust
4365,middleware
4366,Upgradable
4367,user-facing
4368,encoding
4369,Horizontal
4370,Exclusive
4371,disintermediate
4372,process improvement
4373,synergy
4374,pricing structure
4375,contingency
4376,Optional
4377,time-frame
4378,challenge
4379,Customer-focused
4380,Reactive
4381,Profound
4382,hardware
4383,web-enabled
4384,Advanced
4385,customer loyalty
4386,software
4387,Optional
4388,web-enabled
4389,Streamlined
4390,infrastructure
4391,Streamlined
4392,Seamless
4393,customer loyalty
4394,encryption
4395,multimedia
4396,Secured
4397,even-keeled
4398,object-oriented
4399,incremental
4400,Enterprise-wide
4401,attitude-oriented
4402,Diverse
4403,intangible
4404,hardware
4405,Distributed
4406,Multi-channelled
4407,non-volatile
4408,needs-based
4409,neural-net
4410,Front-line
4411,zero defect
4412,collaboration
4413,client-driven
4414,background
4415,synergy
4416,human-resource
4417,Enterprise-wide
4418,solution
4419,neural-net
4420,Seamless
4421,exuding
4422,exuding
4423,high-level
4424,utilisation
4425,Team-oriented
4426,static
4427,6th generation
4428,cohesive
4429,client-server
4430,Total
4431,website
4432,reciprocal
4433,Future-proofed
4434,multimedia
4435,Focused
4436,Reactive
4437,Open-source
4438,Optimized
4439,attitude-oriented
4440,array
4441,methodology
4442,optimizing
4443,Innovative
4444,info-mediaries
4445,tertiary
4446,toolset
4447,encompassing
4448,fresh-thinking
4449,Extended
4450,structure
4451,algorithm
4452,3rd generation
4453,encryption
4454,cohesive
4455,installation
4456,task-force
4457,Profit-focused
4458,functionalities
4459,upward-trending
4460,optimal
4461,monitoring
4462,groupware
4463,artificial intelligence
4464,Digitized
4465,Implemented
4466,toolset
4467,multi-state
4468,success
4469,throughput
4470,De-engineered
4471,focus group
4472,Enhanced
4473,Fully-configurable
4474,Programmable
4475,attitude
4476,explicit
4477,maximized
4478,utilisation
4479,Visionary
4480,contingency
4481,Switchable
4482,scalable
4483,approach
4484,interface
4485,solution
4486,heuristic
4487,Mandatory
4488,Progressive
4489,maximized
4490,moderator
4491,Enhanced
4492,orchestration
4493,stable
4494,function
4495,model
4496,knowledge base
4497,clear-thinking
4498,responsive
4499,neutral
4500,Pre-emptive
4501,Focused
4502,global
4503,bottom-line
4504,De-engineered
4505,Streamlined
4506,database
4507,pricing structure
4508,Graphic Interface
4509,local area network
4510,radical
4511,firmware
4512,context-sensitive
4513,capability
4514,grid-enabled
4515,algorithm
4516,Synergistic
4517,Upgradable
4518,real-time
4519,functionalities
4520,moderator
4521,object-oriented
4522,extranet
4523,fault-tolerant
4524,parallelism
4525,zero administration
4526,client-server
4527,Fully-configurable
4528,encryption
4529,ability
4530,data-warehouse
4531,functionalities
4532,Future-proofed
4533,approach
4534,parallelism
4535,Secured
4536,knowledge user
4537,Visionary
4538,Vision-oriented
4539,real-time
4540,adapter
4541,throughput
4542,tertiary
4543,demand-driven
4544,neutral
4545,clear-thinking
4546,encompassing
4547,solution
4548,asymmetric
4549,Synchronised
4550,Centralized
4551,Cross-group
4552,capacity
4553,web-enabled
4554,Object-based
4555,coherent
4556,moratorium
4557,context-sensitive
4558,Vision-oriented
4559,attitude
4560,upward-trending
4561,Organic
4562,Reduced
4563,Open-source
4564,architecture
4565,Fundamental
4566,intangible
4567,model
4568,encompassing
4569,Operative
4570,interface
4571,emulation
4572,web-enabled
4573,database
4574,productivity
4575,modular
4576,benchmark
4577,Triple-buffered
4578,projection
4579,support
4580,Secured
4581,Secured
4582,Polarised
4583,middleware
4584,Ameliorated
4585,optimizing
4586,directional
4587,encoding
4588,Balanced
4589,multimedia
4590,complexity
4591,Business-focused
4592,client-server
4593,Assimilated
4594,actuating
4595,Multi-channelled
4596,Reduced
4597,web-enabled
4598,Open-source
4599,Optional
4600,web-enabled
4601,Reduced
4602,24/7
4603,intranet
4604,Graphic Interface
4605,Mandatory
4606,pricing structure
4607,framework
4608,toolset
4609,matrix
4610,Triple-buffered
4611,hybrid
4612,Programmable
4613,eco-centric
4614,multi-tasking
4615,Reverse-engineered
4616,Synergized
4617,Realigned
4618,ability
4619,Customer-focused
4620,real-time
4621,Up-sized
4622,intermediate
4623,array
4624,Fundamental
4625,local area network
4626,Seamless
4627,value-added
4628,hardware
4629,Digitized
4630,Intuitive
4631,flexibility
4632,bottom-line
4633,initiative
4634,customer loyalty
4635,tangible
4636,paradigm
4637,full-range
4638,contingency
4639,24/7
4640,asynchronous
4641,Distributed
4642,Reverse-engineered
4643,client-server
4644,open system
4645,Secured
4646,service-desk
4647,system engine
4648,multi-state
4649,application
4650,Switchable
4651,scalable
4652,attitude-oriented
4653,foreground
4654,neutral
4655,neutral
4656,info-mediaries
4657,coherent
4658,radical
4659,system-worthy
4660,Exclusive
4661,full-range
4662,conglomeration
4663,Ameliorated
4664,paradigm
4665,empowering
4666,secured line
4667,frame
4668,full-range
4669,eco-centric
4670,Polarised
4671,Face to face
4672,scalable
4673,ability
4674,Phased
4675,secured line
4676,approach
4677,exuding
4678,encompassing
4679,neutral
4680,Vision-oriented
4681,hub
4682,grid-enabled
4683,contextually-based
4684,structure
4685,secondary
4686,homogeneous
4687,local
4688,success
4689,moderator
4690,parallelism
4691,artificial intelligence
4692,disintermediate
4693,disintermediate
4694,disintermediate
4695,system engine
4696,challenge
4697,24 hour
4698,Universal
4699,Profit-focused
4700,Switchable
4701,mission-critical
4702,explicit
4703,Cloned
4704,core
4705,maximized
4706,intangible
4707,function
4708,superstructure
4709,transitional
4710,foreground
4711,Compatible
4712,access
4713,User-friendly
4714,interactive
4715,bandwidth-monitored
4716,open system
4717,Up-sized
4718,zero administration
4719,Upgradable
4720,superstructure
4721,local
4722,eco-centric
4723,analyzing
4724,project
4725,middleware
4726,customer loyalty
4727,policy
4728,intranet
4729,radical
4730,intranet
4731,Automated
4732,Assimilated
4733,flexibility
4734,Ameliorated
4735,utilisation
4736,implementation
4737,Virtual
4738,attitude
4739,6th generation
4740,analyzer
4741,Front-line
4742,systematic
4743,Digitized
4744,pricing structure
4745,holistic
4746,asynchronous
4747,user-facing
4748,actuating
4749,forecast
4750,full-range
4751,conglomeration
4752,customer loyalty
4753,Vision-oriented
4754,dedicated
4755,Inverse
4756,well-modulated
4757,24/7
4758,tertiary
4759,hierarchy
4760,zero administration
4761,Polarised
4762,mobile
4763,disintermediate
4764,service-desk
4765,next generation
4766,knowledge user
4767,asymmetric
4768,coherent
4769,contingency
4770,Persistent
4771,challenge
4772,optimal
4773,Virtual
4774,system-worthy
4775,initiative
4776,3rd generation
4777,systematic
4778,intangible
4779,Virtual
4780,Multi-layered
4781,Intuitive
4782,Object-based
4783,coherent
4784,Triple-buffered
4785,intangible
4786,Enhanced
4787,fault-tolerant
4788,non-volatile
4789,Profit-focused
4790,application
4791,Optimized
4792,didactic
4793,systemic
4794,context-sensitive
4795,projection
4796,value-added
4797,Multi-layered
4798,Compatible
4799,interactive
4800,intranet
4801,modular
4802,customer loyalty
4803,zero administration
4804,zero administration
4805,zero tolerance
4806,Synchronised
4807,object-oriented
4808,Face to face
4809,tangible
4810,parallelism
4811,Streamlined
4812,open system
4813,high-level
4814,next generation
4815,Organized
4816,3rd generation
4817,discrete
4818,Polarised
4819,frame
4820,Quality-focused
4821,Stand-alone
4822,next generation
4823,tangible
4824,Re-engineered
4825,parallelism
4826,task-force
4827,utilisation
4828,protocol
4829,24/7
4830,approach
4831,Distributed
4832,exuding
4833,Organic
4834,time-frame
4835,Grass-roots
4836,fault-tolerant
4837,interactive
4838,Customizable
4839,Cloned
4840,bi-directional
4841,migration
4842,Cloned
4843,standardization
4844,intranet
4845,next generation
4846,implementation
4847,structure
4848,complexity
4849,Implemented
4850,Intuitive
4851,Ameliorated
4852,emulation
4853,analyzer
4854,archive
4855,Enterprise-wide
4856,5th generation
4857,24/7
4858,Graphical User Interface
4859,open architecture
4860,Synergistic
4861,knowledge user
4862,archive
4863,upward-trending
4864,Triple-buffered
4865,Monitored
4866,circuit
4867,functionalities
4868,access
4869,Universal
4870,frame
4871,Fundamental
4872,Configurable
4873,Advanced
4874,definition
4875,Adaptive
4876,bandwidth-monitored
4877,toolset
4878,multimedia
4879,maximized
4880,hierarchy
4881,Innovative
4882,24/7
4883,Programmable
4884,tangible
4885,Up-sized
4886,infrastructure
4887,model
4888,knowledge user
4889,Decentralized
4890,stable
4891,projection
4892,background
4893,Fundamental
4894,optimizing
4895,Networked
4896,national
4897,projection
4898,Optional
4899,task-force
4900,explicit
4901,modular
4902,empowering
4903,explicit
4904,Enterprise-wide
4905,open system
4906,Automated
4907,Self-enabling
4908,algorithm
4909,Business-focused
4910,Persistent
4911,Intuitive
4912,functionalities
4913,modular
4914,help-desk
4915,budgetary management
4916,circuit
4917,Inverse
4918,artificial intelligence
4919,installation
4920,system engine
4921,dynamic
4922,uniform
4923,Open-source
4924,Multi-lateral
4925,stable
4926,Re-engineered
4927,Realigned
4928,Universal
4929,global
4930,Realigned
4931,knowledge base
4932,Business-focused
4933,composite
4934,monitoring
4935,product
4936,paradigm
4937,discrete
4938,Managed
4939,context-sensitive
4940,Total
4941,Customizable
4942,composite
4943,multimedia
4944,database
4945,Multi-channelled
4946,client-driven
4947,actuating
4948,mobile
4949,multimedia
4950,flexibility
4951,5th generation
4952,Pre-emptive
4953,structure
4954,Universal
4955,Adaptive
4956,productivity
4957,Synchronised
4958,bi-directional
4959,De-engineered
4960,knowledge user
4961,Streamlined
4962,complexity
4963,zero administration
4964,24/7
4965,disintermediate
4966,discrete
4967,Versatile
4968,systemic
4969,Innovative
4970,Digitized
4971,Face to face
4972,Seamless
4973,directional
4974,task-force
4975,national
4976,groupware
4977,Networked
4978,model
4979,ability
4980,matrix
4981,foreground
4982,Business-focused
4983,approach
4984,hierarchy
4985,Expanded
4986,artificial intelligence
4987,scalable
4988,Secured
4989,structure
4990,Cloned
4991,multi-state
4992,Streamlined
4993,Multi-layered
4994,secured line
4995,paradigm
4996,contingency
4997,6th generation
4998,Quality-focused
4999,regional
5000,Programmable
